description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl
,1739,27,3989,150,NA,clan,2013-01-16T21:06:18Z,FALSE,FALSE,sergiusz09,,pl,1096363159,0,FALSE,http://pbs.twimg.com/profile_images/624169872482791424/fZJr5kE1_normal.jpg
,271,6,3700,59,NA,Biqn,2017-01-27T06:04:36Z,FALSE,FALSE,Biqn4,,pl,824860640531525632,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"niemcy i rosja zawsze z ma≈Çej litery. Ka≈ºdy nazywajƒÖcy mojego Prezydenta ""Adrian"", jest dla mnie zerem.",1170,270,3381,106,NA,Piotrek,2015-12-21T21:28:15Z,FALSE,FALSE,climb_hunter,Polska,pl,4560869421,1,FALSE,http://pbs.twimg.com/profile_images/889855503060406272/PV-yPvBH_normal.jpg
Kontrolujemy kontrolujƒÖcych,8088,8612,1085,829,http://t.co/sBKKQB3D,Fundacja Panoptykon,2010-02-01T23:18:49Z,FALSE,FALSE,panoptykon,"Polska, Warszawa",pl,110550041,153,FALSE,http://pbs.twimg.com/profile_images/860045169135104001/diza1LJi_normal.jpg
"Proud of Poland, traveler, flover lover, SEN teacher ‚ô•Ô∏è",539,34,896,217,NA,dorota Ì†ºÌ∑µÌ†ºÌ∑±,2012-05-14T13:02:50Z,FALSE,FALSE,Peepds,"Bielsko-Bia≈Ça, Polska",pl,579861094,2,FALSE,http://pbs.twimg.com/profile_images/811494183676637184/x4wq_j2b_normal.jpg
:),138,5,885,296,NA,MKrawiec91,2017-04-08T18:20:18Z,FALSE,FALSE,MKrawiec91,"Wa≈Çbrzych, Polska",pl,850775321716588545,0,FALSE,http://pbs.twimg.com/profile_images/852227122156511242/90opMROi_normal.jpg
"≈ªeglarz, podr√≥≈ºnik. Przewlekle chory na chorobƒô lƒÖdowƒÖ. Na lƒÖdzie autystyczny informatyk. Visca el Barca! Skrajny libera≈Ç! Wolno≈õƒá rzƒÖdzi!!!",6350,269,5370,537,NA,Marek Fabijanski,2015-10-11T15:20:58Z,FALSE,FALSE,MarekFabijanski,"Warszawa, Polska",pl,3928731225,7,FALSE,http://pbs.twimg.com/profile_images/822728022306553856/wt2Cqon8_normal.jpg
,20187,787,0,1994,http://t.co/Lq2gNmjVPj,John Cooper,2009-10-12T10:16:31Z,FALSE,FALSE,JohnCooperPL,Poland,pl,81809767,4,FALSE,http://pbs.twimg.com/profile_images/845591530375122944/QmnU3_4n_normal.jpg
rewolucjonista ... w granicach prawa ... rowerzysta ca≈Çoroczny i biegacz cotygodniowy ....,1352,91,1931,354,https://t.co/52JGpIaji2,WaldemarKa,2010-09-14T17:35:48Z,FALSE,FALSE,Waldimur,Zgierz,pl,190721045,0,FALSE,http://pbs.twimg.com/profile_images/3021188049/434161bb662da08c19aafa7d5de5e203_normal.jpeg
"Wilki nie przejmujƒÖ siƒô tym, co o nich sƒÖdzƒÖ barany.",3071,1439,2618,39,NA,Chy≈ºy Ruj,2014-12-20T20:53:09Z,FALSE,FALSE,Volksdeutsch_,,pl,2934167769,6,FALSE,http://pbs.twimg.com/profile_images/856075413621178368/LdLwqrOl_normal.jpg
,13,2,1,122,NA,Marcin,2017-06-14T19:14:16Z,FALSE,FALSE,Marcin200184,,pl,875068889767567360,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,562,19,32,151,https://t.co/uI6csPQDh5,Szymon W√≥jtowicz,2015-05-17T18:16:12Z,FALSE,FALSE,SzymonArtmetic,,pl,3214324670,3,FALSE,http://pbs.twimg.com/profile_images/600002571772755968/299IajEy_normal.png
,116,4,92,110,NA,Emil Brudek,2015-06-14T09:55:02Z,FALSE,FALSE,emil_brudek,,en,3324560621,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,1586,13847,1703,272,NA,RadoMat,2013-07-31T16:29:53Z,FALSE,FALSE,RadekMatusiak,,pl,1635893029,44,FALSE,http://pbs.twimg.com/profile_images/676438606945394688/Rk6F_wSI_normal.jpg
"""Follow your heart, but take your brain with you.""",17569,5430,3778,884,NA,KowalskiDariusz,2013-10-16T19:24:49Z,FALSE,FALSE,pambocek,"Toru≈Ñ, Polska",pl,1965413965,15,FALSE,http://pbs.twimg.com/profile_images/823560536231149568/M_lCCF5u_normal.jpg
,172,33,44,108,https://t.co/WQd3ruggdt,Zielona Zmiana,2014-12-03T09:41:18Z,FALSE,FALSE,zielonazmiana,≈öliwice,pl,2903576338,1,FALSE,http://pbs.twimg.com/profile_images/843206849268727808/btQZ9HAv_normal.jpg
"Specjali≈õci od taniego podr√≥≈ºowania. Promocje, b≈Çƒôdy taryfowe i systemowe, wyprzeda≈ºe, tricki na tanie bilety.",627,1021,121,414,https://t.co/CgnVvj6pnt,taniwypad.pl,2014-09-18T12:46:38Z,FALSE,FALSE,taniwypad,Polska,pl,2817026461,3,FALSE,http://pbs.twimg.com/profile_images/706374943592714241/_Z7Uqk6g_normal.jpg
Wolƒô czytaƒá.,3643,180,9172,178,NA,AgataK,2014-10-05T15:45:53Z,FALSE,FALSE,_Aga_K,,pl,2808219101,3,FALSE,http://pbs.twimg.com/profile_images/848146347874279424/p3doy1p3_normal.jpg
,1401,52,336,243,NA,Krzysztof Katra,2014-08-06T16:25:29Z,FALSE,FALSE,Krzy_Ka,,pl,2712385950,12,FALSE,http://pbs.twimg.com/profile_images/545980913297797121/Gsjzbyn3_normal.jpeg
"Uparty patriota, niepoprawny katolik, ojciec czw√≥rki dzieci. Orwell: Prawda jest nowƒÖ mowƒÖ nienawi≈õci",9918,459,4696,519,NA,Wuczkowski Piotr,2012-12-04T16:50:23Z,FALSE,FALSE,PiotrWu1970,Warszawa,pl,989136440,6,FALSE,http://pbs.twimg.com/profile_images/820964018257072128/iIblXhXo_normal.jpg
"Dziennikarz,od 30 lat cz≈Çonek Stowarzyszenia Dziennikarzy RP.Interesujƒô siƒô politykƒÖ.Lubiƒô dobre kino,ksiƒÖ≈ºki.Nienawidzƒô hipokryzji!!!",3353,199,12701,297,NA,Apolinary Sadowski,2012-01-18T08:18:17Z,FALSE,FALSE,ApolinarySadows,Polska,pl,467246694,0,FALSE,http://pbs.twimg.com/profile_images/834303938606333952/2BMOIooQ_normal.jpg
,3822,50,3176,112,NA,Barbara,2014-08-14T16:29:44Z,FALSE,FALSE,bbarbaramatecka,,pl,2742792124,0,FALSE,http://pbs.twimg.com/profile_images/676426011194576898/BpekEupP_normal.jpg
,282,1,132,43,NA,Alicja Szestakowicz,2017-07-03T20:33:24Z,FALSE,FALSE,alaszestamowicz,,pl,881974173941338113,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"STS sport, tw√≥rczo≈õƒá, spo≈Çecze≈Ñstwo",627,131,2626,481,NA,Marcin Mlynarczyk,2016-07-15T18:49:02Z,FALSE,FALSE,marcinelos,"Konstantyn√≥w ≈Å√≥dzki, Polska",pl,754024994213097472,1,FALSE,http://pbs.twimg.com/profile_images/754030372355186688/_9FWe1rQ_normal.jpg
,4208,427,3131,1094,NA,Rafal Napierala,2016-11-05T19:10:20Z,FALSE,FALSE,rafal_napierala,"GrudziƒÖdz gmina, Polska",pl,794980181324734464,4,FALSE,http://pbs.twimg.com/profile_images/874363837188853763/8bQFMnm6_normal.jpg
Where's the best,8251,146,7756,1095,NA,WiktoriaKruszelnicka,2014-03-04T16:00:49Z,FALSE,FALSE,WKruszelnicka,"London, UK",en-gb,2372108707,15,FALSE,http://pbs.twimg.com/profile_images/441158843356028928/pFEMpcxE_normal.jpeg
,66,22,203,39,http://t.co/rcyxXrge,Marcin Dryl,2010-02-24T13:21:30Z,FALSE,FALSE,marcindryl,,en,117076864,0,FALSE,http://pbs.twimg.com/profile_images/2822040814/f0fb2c9b14e29a99cd62784cebe8e5d6_normal.jpeg
"Nowi ludzie,nowe znajomosci .",1213,13,824,66,NA,Jakub,2016-09-28T22:44:20Z,FALSE,FALSE,FarEastMan,Polska,pl,781263299929399296,0,FALSE,http://pbs.twimg.com/profile_images/781267036014084096/9AwpEEKi_normal.jpg
"emeryt, fizyk,",1639,43,4601,243,NA,Janusz_Lenik,2015-02-25T06:16:45Z,FALSE,FALSE,LenikJ,"Krak√≥w, Ma≈Çopolskie",pl,3060991043,6,FALSE,http://pbs.twimg.com/profile_images/677256730796015617/6Kt6Fv9i_normal.jpg
"Dziennikarz, kulturoznawca, wyk≈Çadowca, marato≈Ñczyk, triathlonista (IM 10:37)",18431,14075,9225,355,https://t.co/CfaNunP8Xn,Marek Kacprzak,2010-06-01T08:02:01Z,FALSE,FALSE,MarekKacprzak,,pl,150573326,113,FALSE,http://pbs.twimg.com/profile_images/796463384623517696/5fnoU52H_normal.jpg
,465,19,22,244,NA,pawe≈Ç milewski,2011-01-07T10:52:55Z,FALSE,FALSE,mygodisdigital,,pl,235103820,0,FALSE,http://pbs.twimg.com/profile_images/889107172856037376/ndjmWZmI_normal.jpg
"Jesus, please come touch our souls and show us Your glory.",8592,192,28478,95,NA,Danusia,2016-06-25T17:16:47Z,FALSE,FALSE,DK07528407,,pl,746754022376349696,6,FALSE,http://pbs.twimg.com/profile_images/855112594658664449/jCYqCvGz_normal.jpg
,82,25,302,159,NA,EwelinKa,2015-09-23T08:06:02Z,FALSE,FALSE,EwelinKa72,,it,3747396203,0,FALSE,http://pbs.twimg.com/profile_images/868142177238626304/oiK8khbT_normal.jpg
,34,0,1,62,NA,Panna Anna,2017-07-15T19:30:23Z,FALSE,FALSE,PannaAnna12,,pl,886306969249828864,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Leniwie obserwujƒô, dystansujƒÖc siƒô od dystansu. POLAND NEVER MUSLIM KALIFAT",6087,478,15308,512,NA,BOT-Fryderyk Ì†ºÌ∑µÌ†ºÌ∑±,2017-02-22T20:16:29Z,FALSE,FALSE,FredeMarsch,,pl,834497108279492616,0,FALSE,http://pbs.twimg.com/profile_images/894085132218507264/V7e2RF0c_normal.jpg
"Student politologii #UKSW @IPUKSW Dzia≈Çacz Stow. @StudencidlaRP.

@Newspoint #monitoringmediow #internet #socialmedia #prasa #radio #tv i wszystko wiesz.",332,232,185,412,NA,Kamil Niedba≈Ça,2015-01-09T09:10:44Z,FALSE,FALSE,KamilNiedbala,"Warszawa, Polska",pl,2969421563,3,FALSE,http://pbs.twimg.com/profile_images/723278411662274561/LuGHSzSe_normal.jpg
"Farmacista. Scrivo di salute e benessere su @inkvirtuale, benessere360 e medicina360. Mi trovate anche su LinkedIn. Misofona.",15708,770,12063,495,https://t.co/SjEfRIvHYH,Jessica Zanza,2011-02-20T00:03:17Z,FALSE,FALSE,Urginea,"Sardegna, Italia",it,254771389,51,FALSE,http://pbs.twimg.com/profile_images/830833045267689472/CRAsbzl6_normal.jpg
ƒ∞nsta; poncik_unicorns ‚ù§Ô∏è,558,208,1799,1855,NA,Gamze Tosun,2017-06-06T17:18:17Z,FALSE,FALSE,GamzeeTosun6400,"ƒ∞zmir, T√ºrkiye",tr,872140600098902016,0,FALSE,http://pbs.twimg.com/profile_images/872144113071796224/NBHwFHDf_normal.jpg
Hayatƒ± g√∂zya≈üIarƒ±nIa √∂d√ºIIendireceƒüine g√ºI√ºc√ºkIerinIe cezaIandƒ±r‚Ä¶.,283,94,1107,1668,NA,dmxldk,2017-05-19T10:51:58Z,FALSE,FALSE,mlis001,"Bursa, T√ºrkiye",tr,865520400263823360,0,FALSE,http://pbs.twimg.com/profile_images/866308670996525058/Ny6Eqngd_normal.jpg
"≈Åodzianin. PoglƒÖdy prawicowe. Dialog, tak. Bezmy≈õlne chamstwo, nie. Polskƒô kocham r√≥wnie mocno jak dziadek kt√≥ry nale≈ºa≈Ç do Plutonu G≈Çuchoniemych",1690,60,490,604,NA,Mr SANTA Ì†ºÌ∑µÌ†ºÌ∑±,2015-08-26T07:30:18Z,FALSE,FALSE,hose_nose,"≈Å√≥d≈∫, Polska",pl,3444720616,1,FALSE,http://pbs.twimg.com/profile_images/832208455909908480/27HM1nuQ_normal.jpg
,10641,514,43002,942,NA,Trautmann Anna,2013-10-20T21:45:41Z,FALSE,FALSE,zaba541,,pl,1976480046,3,FALSE,http://pbs.twimg.com/profile_images/801342441232236548/a7hJm1f4_normal.jpg
,2724,68,1665,620,NA,Adam,2015-05-27T20:19:00Z,FALSE,FALSE,OstrAdam,,pl,3300848591,4,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Jestem prostym technikiem budowlanym.O ≈õwiatopoglƒÖdzie na wskro≈õ liberalnym. Patriota, ale nie w ujƒôciu pisowskim. GorƒÖcy przeciwnik buty i arogancji.",2884,99,756,301,https://t.co/IdmTyEhrr8,Adam Witas ‚ôíÌ†ºÌ∑µÌ†ºÌ∑±Ì†ºÌ∑™Ì†ºÌ∑∫,2012-11-23T20:10:23Z,FALSE,FALSE,adamwitas58,"Wroc≈Çaw,  Pl",pl,966757658,4,FALSE,http://pbs.twimg.com/profile_images/740656086471061504/GRf_QbRR_normal.jpg
Kibicujƒô nowym zmianom.,8690,287,9836,318,NA,Andrzej Poturalski,2013-05-05T17:59:41Z,FALSE,FALSE,potanal,,pl,1405712857,4,FALSE,http://pbs.twimg.com/profile_images/809887503163543552/o5cQ2ixt_normal.jpg
,190,8,269,101,NA,stanczyk52@wp.pl,2016-01-09T09:35:05Z,FALSE,FALSE,stanczyk521,Polska,pl,4753106597,0,FALSE,http://pbs.twimg.com/profile_images/862721424007593984/pa7_dmKj_normal.jpg
"Weganin z przekonania.Kocham wszystkie zwierzƒôta,dlatego ich nie jem,nie jestem kanibalem.W 100% po stronie PIS-u,dobrej zmiany.Sopocianin.30 lat poza PolskƒÖ.",1404,83,7986,149,NA,Janusz Kasprowicz,2017-06-15T18:07:03Z,FALSE,FALSE,JanuszKasprowi1,,pl,875414361648582656,0,FALSE,http://pbs.twimg.com/profile_images/875440485082464256/YjZ0ChnG_normal.jpg
,8668,86,648,185,NA,Piotr,2015-07-01T07:56:45Z,FALSE,FALSE,piotrkaczecki,,pl,3352877007,1,FALSE,http://pbs.twimg.com/profile_images/782982453518622721/4YP-tsDl_normal.jpg
Zadeklarowany zwolennik ruchu prawostronnego.,6755,219,5688,459,NA,FranciszekFrƒÖckowiak,2015-08-17T11:00:18Z,FALSE,FALSE,donzorro7,"Polska, Beskidy",pl,3427812489,5,FALSE,http://pbs.twimg.com/profile_images/861448110748336128/MjOHtZaz_normal.jpg
,45,6,53,72,NA,Piotr Spaltenstein,2016-03-01T22:50:30Z,FALSE,FALSE,piotr_biber,,pl,704801011471351808,0,FALSE,http://pbs.twimg.com/profile_images/704803395559886853/Wl5X8emC_normal.jpg
"B√ìg, Honor, Ojczyzna.",2525,1024,1674,696,https://t.co/rIZYGjZTTr,Andrzej Jasi≈Ñski,2012-12-03T12:39:29Z,FALSE,FALSE,AndrzejJasiski,"Warszawa, Mazowieckie",pl,986550686,4,FALSE,http://pbs.twimg.com/profile_images/616604211480936448/OUR1Z1Sn_normal.jpg
Nowoczesna,725,58,1681,83,NA,Wojciech Rakowiecki,2012-01-26T19:31:47Z,FALSE,FALSE,W_M_Rakowiecki,"Kujawsko-Pomorskie, Polska",pl,475176091,2,FALSE,http://pbs.twimg.com/profile_images/709855256218365953/D0Dh4jR4_normal.jpg
,10982,375,13020,851,NA,Yanka Yanka,2009-07-11T21:46:05Z,FALSE,FALSE,Yanka_,,pl,55938927,10,FALSE,http://pbs.twimg.com/profile_images/710542809405612033/zhDYak4__normal.jpg
Polityka Newsy Technologia Muzyka TV i rozrywka,81,17,275,112,NA,Krzysztof Erdman,2013-04-19T17:22:26Z,FALSE,FALSE,ErdmanEdi44,"Czƒôstochowa, Polska",pl,1364961811,0,FALSE,http://pbs.twimg.com/profile_images/700054959816097793/OJ-6s344_normal.jpg
,38,25,11,36,NA,Dorota Milcarz,2016-01-24T12:42:47Z,FALSE,FALSE,DorotaMilcarz,,pl,4841805891,0,FALSE,http://pbs.twimg.com/profile_images/847870343603769344/GOlakMK8_normal.jpg
,108,6,258,47,NA,Piotr Kawinski,2010-05-10T20:22:12Z,FALSE,FALSE,manzinus,,pl,142408029,0,FALSE,http://pbs.twimg.com/profile_images/886476140495372288/jNR56qhT_normal.jpg
,675,104,1779,1427,NA,Mariusz Batura,2011-12-23T09:58:57Z,FALSE,FALSE,orimar11,Polska  Warszawa,pl,444505308,3,FALSE,http://pbs.twimg.com/profile_images/442237311913172992/Ewpx4ovl_normal.jpeg
,1913,44,1813,198,NA,Andrzej Bojanowski,2013-07-06T07:03:57Z,FALSE,FALSE,AnandyAndrzej,"Bia≈Çystok, Polska",pl,1572200821,1,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nothing is true. Everything is permitted,17753,187,1364,266,NA,Pawel T Slusar,2013-09-17T22:52:10Z,FALSE,FALSE,PawelTSlusar,"Szczecin, Zachodniopomorskie",pl,1877200178,11,FALSE,http://pbs.twimg.com/profile_images/699772709018955776/1bjJn5xo_normal.jpg
,13,16,9,83,NA,Kasia Lubiatowska,2017-07-15T22:34:35Z,FALSE,FALSE,KaLubiatowska,Pozna≈Ñ,pl,886353325486219266,0,FALSE,http://pbs.twimg.com/profile_images/886359918340694016/A4Ccky1v_normal.jpg
Libera≈Ç. W dyskusji argumenty mogƒÖ byƒá tylko logiczne lub rzeczowe. Wierzenia i prze≈õwiadczenia mnie nie interesujƒÖ.,2923,23,498,66,NA,Eugeniusz,2012-02-04T19:23:07Z,FALSE,FALSE,EugeniuszRoszak,,pl,483214754,0,FALSE,http://pbs.twimg.com/profile_images/888868876393558016/q6GIQuLS_normal.jpg
,710,26,664,86,NA,Jan Adam,2016-05-10T19:29:43Z,FALSE,FALSE,Mercador1983,Warszawa,pl,730117632284856320,1,FALSE,http://pbs.twimg.com/profile_images/730118247622815747/gDHH_t7c_normal.jpg
"na tt: SUBIEKTYWNIE!! Sport to g≈Çownie Pi≈Çka No≈ºna i Kolarstwo. Nie pijƒô kawy, bo ci≈õnienie podnosi mi PoLiTyKa, ta krajowa rzecz jasna!",7806,96,6268,1230,NA,MarekSupel,2011-04-29T11:40:22Z,FALSE,FALSE,SupelMarek,,pl,289886387,4,FALSE,http://pbs.twimg.com/profile_images/630845519321927680/Bxi1PY3Y_normal.jpg
,2954,117,2768,657,NA,Maras Kamerun David,2010-04-27T09:19:57Z,FALSE,FALSE,markymarek,,en,137639579,5,FALSE,http://pbs.twimg.com/profile_images/725982689728204800/J8xgG7xh_normal.jpg
Pieprz czy wanilia? Sama nie wiem czego we mnie wiƒôcej.,276,8,205,33,NA,Anna Kowalska,2016-11-08T12:57:39Z,FALSE,FALSE,Wanilia7,,pl,795973559432658944,1,FALSE,http://pbs.twimg.com/profile_images/796038215241203713/RvaRhHvb_normal.jpg
"Jestem skromny, mƒÖdry i bogaty. Moje wpisy nale≈ºy kojarzyƒá z poparciem dla cwaniak√≥w z opolskiego ratusza! Obecnie realizujƒô siƒô w melioracji.",2256,127,648,201,NA,Tadzik z Opola,2014-04-17T08:02:55Z,FALSE,FALSE,TadzikzOpola,Opole,pl,2449308241,3,FALSE,http://pbs.twimg.com/profile_images/465544099366326272/zseuR3sy_normal.jpeg
,216,156,502,920,NA,Bozbey_Furkan,2017-06-10T06:42:42Z,FALSE,FALSE,BozbeyFurkan1,,tr,873430200771645440,0,FALSE,http://pbs.twimg.com/profile_images/873431323259613184/6-G0jPvA_normal.jpg
Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç,38,122,321,337,NA,burcu g√ºl,2017-04-13T15:29:49Z,FALSE,FALSE,Burcug99,"Zonguldak, T√ºrkiye",tr,852544358847000579,0,FALSE,http://pbs.twimg.com/profile_images/883343774230958081/IAFklpT2_normal.jpg
,4131,445,3930,2276,NA,Andreu Mas,2011-03-05T16:19:22Z,FALSE,FALSE,andreumas1995,Aldaia (Pa√≠s Valenci√†),ca,261270274,4,FALSE,http://pbs.twimg.com/profile_images/882576659290914817/-UHUC7f3_normal.jpg
"''si el lobo solo bebiera su sangre viviria para siempre, pero ensucio su cuerpo con la carne'' Jean U.",918,145,260,385,https://t.co/9ospTsitw4,Jean Ubillus,2010-11-29T20:23:20Z,FALSE,FALSE,ian_principito,Ecuador,es,221125225,0,FALSE,http://pbs.twimg.com/profile_images/811571237247918080/8veyv5rd_normal.jpg
,350,71,233,846,https://t.co/xPxrEhdnM6,BlitzEclipse,2015-08-07T08:31:03Z,FALSE,FALSE,Shinyblastoise0,United Kingdom,en,3406877781,0,FALSE,http://pbs.twimg.com/profile_images/870405750870376448/xCy8m76d_normal.jpg
,1736,2592,3659,1234,NA,kdkdkdjrjskewkkwkekw,2013-12-25T16:33:17Z,FALSE,FALSE,qtqtqtqtqtww,,tr,2261654658,0,FALSE,http://pbs.twimg.com/profile_images/865568232253644801/9OiBUxRe_normal.jpg
Chwytaj dzie≈Ñ,246,49,782,67,NA,sabina krynicka,2017-01-02T05:55:31Z,FALSE,FALSE,sabinakrynicka1,"Krynica-Zdr√≥j, Polska",pl,815798658713223168,0,FALSE,http://pbs.twimg.com/profile_images/815799049098035200/RLNsFWVa_normal.jpg
***Libert√©-√âgalit√©-Fraternit√©***,907,112,1819,1052,NA,Polka i Polacy,2013-10-30T10:45:00Z,FALSE,FALSE,PolakObserwator,"Polska, UE",pl,2164540256,0,FALSE,http://pbs.twimg.com/profile_images/892349288973520899/W7EQPq6T_normal.jpg
"Zwalczajcie z≈Ço dobrem, zwalczajcie z≈Ço mi≈Ço≈õciƒÖ... nie zwalczajcie z≈Ça jeszcze wiƒôkszym z≈Çem - JB




| shannaro",26529,2122,1889,927,https://t.co/2LK4H8z8xJ,arlerka,2014-12-28T13:31:48Z,FALSE,FALSE,mozgozjeb,Poland,pl,2945763177,4,FALSE,http://pbs.twimg.com/profile_images/886695945508986880/pZZ1ZqOI_normal.jpg
"Urodzony w Szczecinie, ale krew kujawsko-wielkopolska. Katoendek chory na Polskƒô. ≈ªonaty i dzieciaty. Umys≈Ç humanistycznie ≈õcis≈Çy. B√≥g dwa razy mnie uzdrowi≈Ç.",8726,389,9338,611,NA,jarlos34,2015-10-28T13:52:40Z,FALSE,FALSE,JarL888,"Szczecin, Zachodniopomorskie",pl,4061046976,4,FALSE,http://pbs.twimg.com/profile_images/794992240506654720/amnGXJ-p_normal.jpg
,75,0,9,18,NA,Marek Framarek,2014-12-14T19:37:52Z,FALSE,FALSE,marekframarek,,pl,2921823957,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
AUTORYTET,38380,1411,18293,2088,NA,Tomasz,2013-06-13T23:10:03Z,FALSE,FALSE,Heksagonalny,Gdansk,pl,1514722669,12,FALSE,http://pbs.twimg.com/profile_images/888840221290369024/2SaMeXMv_normal.jpg
Krzysiek jestem ale Szkoci m√≥wiƒÖ sisiek ≈∫le mi siƒô to kojarzy.Prawa strona Prawej strony.),4748,177,5062,564,NA,Chris Hliwa,2013-03-07T20:52:49Z,FALSE,FALSE,ChrisHliwa,"Aberdeen, Scotland",en,1250029994,4,FALSE,http://pbs.twimg.com/profile_images/759033725418106880/l4YN21RX_normal.jpg
,1093,131,2067,344,NA,Anna R√≥≈ºycka-Majewsk,2017-03-02T14:13:43Z,FALSE,FALSE,AnnaRozyckaMaj,"Warsaw, Poland",pl,837304916867760128,0,FALSE,http://pbs.twimg.com/profile_images/855537098098696194/4TktB4T9_normal.jpg
Ì†ΩÌ∏à,1219,18,1077,156,NA,Paradais,2015-09-23T08:27:25Z,FALSE,FALSE,paradaiszibi,"S√ºdliche Weinstra√üe, Rheinland",pl,3747611968,0,FALSE,http://pbs.twimg.com/profile_images/646603813655175169/Tbw19P0I_normal.jpg
,1131,40,2729,152,NA,Mateusz Kulesza,2013-07-21T12:51:11Z,FALSE,FALSE,mkuleszoss,,pl,1610472164,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,262,2,42,62,NA,Mariusz Wo≈∫niak,2011-12-13T20:17:54Z,FALSE,FALSE,mariuszw30,"Wroc≈Çaw, Polska",pl,436114285,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,1072,30,1440,75,NA,LadyM197008,2016-03-21T17:33:18Z,FALSE,FALSE,LadyM197008,,pl,711968944203165696,1,FALSE,http://pbs.twimg.com/profile_images/837034742465835010/rVoh1_10_normal.jpg
"Miƒôdzy politykƒÖ i mediami. 
Miedzy d≈∫wiƒôkami i kolorami.
Miƒôdzy nocami i dniami",1519,2773,2138,386,NA,Krzysztof Luft,2015-12-14T13:04:05Z,FALSE,FALSE,KrzyLuft,,pl,4481379196,18,FALSE,http://pbs.twimg.com/profile_images/681783566779338752/IlDSufxo_normal.jpg
"I am Jack's Complete Lack of Surprise | corpoporn | motherfather | JRT | footballfan [Mƒôczy mnie Polska, wisi mi krzy≈º]",43338,765,26817,265,NA,Jangcy,2013-02-06T08:48:01Z,FALSE,FALSE,taktojan,≈Å√≥d≈∫ to stan umys≈Çu,pl,1153401098,10,FALSE,http://pbs.twimg.com/profile_images/848301254036082690/lxN2khbX_normal.jpg
,100,9,7177,21,NA,Tomasz Benedykt,2015-01-22T00:28:36Z,FALSE,FALSE,TomaszBenedykt,,pl,2990990746,0,FALSE,http://pbs.twimg.com/profile_images/851549263465263106/brTEwGjR_normal.jpg
,4015,50,8201,247,NA,olsztyn2012,2013-02-03T17:19:41Z,FALSE,FALSE,olsztyn2012,PL,pl,1145704674,0,FALSE,http://pbs.twimg.com/profile_images/774083147113730049/cBlSG2rA_normal.jpg
"You raise me up,so I can stand on mountains
You raise me up to walk on stormy seas
I am strong when I am on your shoulders
You raise me up to more than I can be",15660,1302,2576,1294,NA,Princess,2013-03-28T09:13:19Z,FALSE,FALSE,Gosia1200,,pl,1309946246,3,FALSE,http://pbs.twimg.com/profile_images/892337754239107072/WWX2RthK_normal.jpg
,5974,233,16179,368,NA,Alex,2017-04-08T06:08:01Z,FALSE,FALSE,classybadassy,"California, USA",pl,850591038997749760,1,FALSE,http://pbs.twimg.com/profile_images/876207659862695936/G6J0tKr9_normal.jpg
Trying to remember how it feels to have a heartbeat Ì†ºÌºπ,11672,3616,1390,3636,NA,kwiat lotosu,2017-02-25T11:44:23Z,FALSE,FALSE,justmexxv,,pl,835455395049127936,6,FALSE,http://pbs.twimg.com/profile_images/842149995159654400/z4K0OEE2_normal.jpg
"Przede wszystkim pisarz.
Poza tym paskudnie drapie≈ºne zwierzƒô polityczne i walec zawsze nadje≈ºd≈ºajƒÖcy z prawej...",22469,10203,46733,1011,https://t.co/YWW9T3WfM1,Jacek Piekara,2016-03-28T03:31:07Z,FALSE,FALSE,JacekPiekara,Polska,pl,714293714856894465,43,FALSE,http://pbs.twimg.com/profile_images/866512988718682112/HWkU22ci_normal.jpg
"Hear what others have to say, but listen to God. Po¬†Panu Bogu¬†najbardziej¬†kocham Polskƒô.
Proszƒô m√≥wiƒá do mnie AGA ;)
Lubiƒô koty. Tak jak Prezes ;-)",24901,2764,19474,1001,NA,Aga,2012-06-25T17:58:53Z,FALSE,FALSE,_Agatha_AB_,"Wielkopolskie, Polska",pl,618298718,17,FALSE,http://pbs.twimg.com/profile_images/894273809758515204/OW65L7Ki_normal.jpg
,150,2,237,23,NA,Lidiana,2016-03-26T18:28:46Z,FALSE,FALSE,LidianaGryczkov,,pl,713794840111226880,0,FALSE,http://pbs.twimg.com/profile_images/713796727225065472/FKIshj88_normal.jpg
